"worker_no","exclude","trip.1","trip.2","trip.3","choice","isrepeat","RT"
97,0,16,40,24,2,1,5962
97,0,18,21,41,1,0,8427
97,0,25,7,4,3,0,4163
97,0,48,9,36,2,0,2060
97,0,6,27,43,1,0,4595
97,0,43,23,29,2,0,2283
97,0,8,36,41,2,0,14869
97,0,19,16,4,3,0,2075
97,0,13,17,1,3,0,6652
97,0,29,44,13,3,0,5035
97,0,44,16,5,1,0,2099
97,0,41,13,34,2,0,7628
97,0,48,19,45,3,1,55083
97,0,27,28,1,3,0,4909
97,0,35,46,19,1,0,7258
97,0,4,28,40,1,0,4819
97,0,24,29,22,3,0,1812
97,0,45,20,23,2,0,7939
97,0,22,14,32,2,0,20941
97,0,11,46,22,2,0,3251
97,0,35,27,14,2,0,13548
97,0,42,44,19,3,0,1067
97,0,14,42,13,1,1,5100
97,0,5,34,48,2,0,3267
97,0,10,39,25,3,0,8012
97,0,26,15,29,3,1,8083
97,0,29,33,46,2,1,3331
97,0,11,7,18,1,0,8028
97,0,13,38,22,2,0,1980
97,0,39,35,1,2,0,3827
97,0,9,16,33,2,0,3419
97,0,45,14,39,2,0,5140
97,0,48,35,4,3,1,3267
97,0,37,16,36,1,0,7523
97,0,44,29,11,3,1,4812
97,0,47,8,25,2,0,2740
97,0,20,3,5,2,0,2451
97,0,41,25,5,1,0,2899
97,0,36,32,38,1,1,13459
97,0,24,14,36,2,0,71116
97,0,6,48,15,3,0,2675
97,0,20,42,47,2,0,7764
97,0,35,37,32,2,1,139876
97,0,11,35,25,3,0,32468
97,0,39,7,9,2,0,6836
97,0,23,32,14,2,0,7011
97,0,2,40,7,1,0,1892
97,0,18,16,20,2,0,2283
97,0,31,30,25,3,0,5419
97,0,10,35,42,1,0,4243
97,0,18,25,13,1,0,13724
97,0,21,13,3,3,0,41171
97,0,7,32,48,3,0,4540
97,0,17,46,14,2,0,3243
97,0,1,25,48,1,0,2004
97,0,26,29,15,2,1,1883
97,0,21,34,30,3,0,3151
97,0,29,38,39,2,0,27083
97,0,22,1,16,1,0,7786
97,0,48,42,2,2,1,44691
97,0,31,43,34,3,0,42565
97,0,25,42,38,3,0,3676
97,0,11,21,19,2,0,6539
97,0,20,2,14,3,0,1739
97,0,19,1,31,3,1,4235
97,0,38,46,44,1,0,3492
97,0,12,5,39,1,0,62232
97,0,47,24,35,2,0,2523
97,0,33,19,22,1,0,5692
97,0,43,20,13,2,0,5162
97,0,37,39,15,3,0,2843
97,0,45,8,34,3,0,2707
97,0,26,46,7,2,0,2268
97,0,22,23,47,3,0,1779
97,0,43,2,22,2,0,2771
97,0,6,14,4,3,0,6739
97,0,34,47,6,3,0,1915
97,0,23,7,33,2,0,3788
97,0,41,26,12,3,0,4171
97,0,1,45,18,1,0,9891
97,0,42,36,33,2,0,3140
97,0,34,14,15,2,0,1267
97,0,3,16,23,3,0,15283
97,0,21,36,46,2,0,4083
97,0,7,3,31,2,0,2219
97,0,6,38,33,2,0,2548
97,0,10,11,23,1,0,7064
97,0,30,26,47,1,0,6107
97,0,17,30,19,2,0,3044
97,0,10,48,29,1,0,41091
97,0,42,43,24,2,0,711133
97,0,18,28,23,2,0,4307
97,0,43,30,46,2,1,2420
97,0,40,47,17,3,0,13347
97,0,1,42,7,1,0,1972
97,0,36,2,30,3,0,9514
97,0,39,4,36,1,0,3508
97,0,20,15,44,1,1,6164
97,0,30,33,27,3,0,7083
97,0,38,5,40,3,0,8436
97,0,45,24,17,2,0,3307
97,0,8,24,1,3,0,3475
97,0,15,36,11,2,0,5163
97,0,45,37,41,3,0,1964
97,0,42,48,2,2,1,20621
97,0,22,12,46,2,0,3059
97,0,45,25,32,2,0,14987
97,0,33,45,13,1,0,4299
97,0,33,28,41,2,0,12427
97,0,6,31,44,1,0,5059
97,0,40,10,21,1,0,1452
97,0,32,30,40,1,0,3483
97,0,17,33,10,3,0,3596
97,0,31,20,35,1,0,3577
97,0,23,4,2,1,0,4203
97,0,27,7,19,3,0,4676
97,0,29,34,35,2,0,10732
97,0,44,19,37,3,0,5923
97,0,34,24,7,2,0,4220
97,0,9,43,19,1,0,2109
97,0,39,22,31,3,0,2603
97,0,2,15,17,3,0,4499
97,0,26,37,27,2,0,2388
97,0,34,25,6,1,0,6292
97,0,26,16,14,1,0,5531
97,0,15,4,24,2,0,6467
97,0,41,31,27,1,0,3940
97,0,3,21,22,1,0,5994
97,0,15,9,21,2,0,2435
97,0,25,40,43,2,0,2981
97,0,13,30,23,3,0,5482
97,0,9,35,41,3,0,3323
97,0,38,18,16,3,0,2115
97,0,6,19,39,1,0,5811
97,0,38,47,45,2,0,2820
97,0,22,15,27,2,0,4267
97,0,41,2,29,3,0,7243
97,0,25,5,27,3,0,9107
97,0,9,12,25,2,0,2683
97,0,3,48,38,1,0,15955
97,0,9,27,11,1,0,5051
97,0,47,12,1,1,0,6724
97,0,46,9,47,2,0,3299
97,0,11,47,32,1,0,5867
97,0,29,22,25,1,0,5468
97,0,30,10,38,1,0,1693
97,0,1,36,40,2,0,12244
97,0,41,28,39,2,0,1524
97,0,41,42,6,3,1,2908
97,0,26,19,36,3,0,2307
97,0,37,2,1,1,0,4427
97,0,30,14,18,3,0,2667
97,0,31,11,5,3,0,7996
97,0,14,10,1,2,0,3739
97,0,30,44,9,3,0,14067
97,0,19,5,28,2,1,3475
97,0,16,29,30,1,1,6419
97,0,18,40,44,2,0,4060
97,0,43,44,10,3,1,2795
97,0,33,12,15,1,1,5739
97,0,23,38,31,2,0,3803
97,0,32,36,38,2,1,2635
97,0,43,28,37,3,1,3332
97,0,3,39,15,1,0,5459
97,0,9,18,37,3,0,3691
97,0,5,28,19,2,1,5452
97,0,11,6,24,1,0,23187
97,0,24,3,32,2,0,3219
97,0,45,4,9,2,0,3292
97,0,43,38,21,1,0,2756
97,0,46,27,8,3,0,1843
97,0,6,28,36,2,0,4331
97,0,5,42,15,3,0,2075
97,0,13,46,24,3,0,1875
97,0,21,12,7,2,0,2556
97,0,34,4,38,2,0,9388
97,0,23,40,19,3,1,1955
97,0,26,35,6,3,0,1267
97,0,17,8,16,2,0,3484
97,0,11,33,20,1,0,5797
97,0,11,48,17,2,0,1979
97,0,42,27,18,2,0,1891
97,0,28,42,9,3,0,4396
97,0,24,48,44,2,0,2020
97,0,30,8,6,1,0,3461
97,0,28,8,32,1,0,3051
97,0,12,6,32,2,1,4427
97,0,23,5,29,3,0,4083
97,0,39,11,40,2,1,3196
97,0,23,12,17,1,0,2516
97,0,33,18,8,2,0,2835
97,0,38,35,16,1,0,1819
97,0,46,29,33,3,1,3315
97,0,46,34,1,3,0,3843
97,0,28,22,45,3,0,3388
97,0,4,30,20,1,0,2971
97,0,9,32,2,3,0,3835
97,0,48,13,31,2,0,2419
97,0,42,46,37,3,0,2059
97,0,15,30,1,2,0,2739
97,0,23,44,39,2,0,1548
97,0,30,22,37,2,0,4066
97,0,7,13,30,3,0,1579
97,0,33,43,1,2,0,1771
97,0,21,39,46,3,0,2852
97,0,37,28,43,2,1,2220
97,0,14,47,7,1,0,3117
97,0,21,44,45,3,1,3443
97,0,45,44,21,1,1,3899
97,0,45,16,15,3,0,2731
97,0,19,10,3,3,0,3780
97,0,24,2,10,1,0,2884
97,0,36,22,17,2,0,2147
97,0,4,42,17,1,0,1819
97,0,44,14,8,2,0,1588
97,0,20,48,46,2,0,2203
97,0,41,7,20,1,0,2108
97,0,11,28,38,2,0,2492
97,0,15,41,23,2,0,2372
97,0,11,4,1,2,0,2723
97,0,23,25,34,3,0,3035
97,0,45,27,29,2,0,3803
97,0,37,38,8,2,0,2413
98,0,17,36,35,3,0,8831
98,0,40,15,13,2,0,6890
98,0,47,2,39,2,0,6981
98,0,22,34,42,2,0,2579
98,0,27,44,17,3,0,3556
98,0,8,12,2,3,0,43579
98,0,45,30,3,3,0,4498
98,0,12,32,6,1,1,5235
98,0,35,23,8,2,1,3080
98,0,41,19,24,3,0,2484
98,0,13,4,32,2,0,3673
98,0,41,22,3,3,0,2714
98,0,7,22,44,2,0,3199
98,0,3,47,28,1,0,1676
98,0,38,14,9,3,0,2313
98,0,12,45,31,1,0,1530
98,0,11,8,13,3,0,4308
98,0,25,44,12,3,0,5274
98,0,20,12,24,3,0,219904
98,0,7,8,43,3,0,2603
98,0,34,16,27,2,0,2572
98,0,31,24,2,3,0,3179
98,0,14,31,29,1,0,1277541
98,0,45,15,43,3,0,1529
98,0,16,31,46,1,0,1874
98,0,45,26,46,2,0,1518
98,0,20,25,17,2,0,2246
98,0,26,13,39,2,0,3882
98,0,3,14,11,1,0,1314
98,0,17,38,41,1,1,1812
98,0,43,47,48,1,0,1507
98,0,8,5,46,3,1,3402
98,0,21,4,27,2,0,1347
98,0,21,16,32,2,0,2818
98,0,37,29,40,1,0,22252
98,0,24,18,38,1,0,1954
98,0,10,31,9,2,0,4073
98,0,8,16,40,3,0,2156
98,0,46,6,10,1,0,30587
98,0,38,44,1,2,0,2346
98,0,46,43,30,2,1,2274
98,0,19,14,25,1,0,4206
98,0,12,33,15,3,1,1940
98,0,14,41,48,1,0,7531
98,0,6,26,25,2,1,2003
98,0,23,40,19,1,1,1746
98,0,31,32,42,1,0,4403
98,0,4,37,46,1,0,1674
98,0,8,22,4,3,0,1498
98,0,10,13,47,2,0,2472
98,0,1,37,31,3,0,2363
98,0,33,25,2,3,1,1666
98,0,20,19,38,3,0,4419
98,0,28,48,30,3,0,1860
98,0,6,42,41,2,1,2410
98,0,36,44,3,2,0,5067
98,0,46,1,3,1,0,3035
98,0,19,29,8,1,1,1505
98,0,16,11,47,1,0,2723
98,0,5,9,13,3,0,1547
98,0,29,18,47,1,0,1738
98,0,21,48,8,3,0,1867
98,0,40,34,9,1,1,1315
98,0,6,17,9,1,0,3692
98,0,28,2,21,2,0,970
98,0,23,21,6,1,0,2618
98,0,4,34,44,2,0,17307
98,0,29,20,1,3,0,4002
98,0,38,7,15,2,0,7307
98,0,30,35,5,1,0,2962
98,0,25,42,16,2,0,3091
98,0,42,23,26,2,0,1564
98,0,28,7,15,3,0,1290
98,0,11,42,45,2,0,25907
98,0,10,37,12,1,0,2745
98,0,10,32,20,2,0,2225
98,0,17,29,28,1,0,1867
98,0,29,18,6,3,0,2019
98,0,1,21,26,1,0,3546
98,0,33,40,31,2,0,2513
98,0,5,32,43,3,0,2490
98,0,14,43,16,3,0,2027
98,0,37,34,11,1,0,4603
98,0,32,43,11,2,0,2818
98,0,27,12,38,1,0,1443
98,0,3,29,33,3,0,4530
98,0,16,22,48,3,0,7835
98,0,12,36,43,3,0,2443
98,0,44,15,20,3,1,1835
98,0,43,41,4,3,0,2618
98,0,48,4,35,2,1,4740
98,0,2,45,5,1,0,1659
98,0,26,40,20,2,0,2146
98,0,36,5,4,2,0,2770
98,0,40,11,39,2,1,4036
98,0,48,18,39,1,0,5147
98,0,48,23,37,1,0,2746
98,0,8,27,20,2,0,11693
98,0,48,45,19,1,1,2459
98,0,2,13,16,1,0,1586
98,0,36,9,20,1,0,2490
98,0,7,6,16,3,0,2860
98,0,18,35,12,3,0,1762
98,0,19,12,13,3,0,1818
98,0,35,45,7,2,1,2147
98,0,31,21,17,2,0,2202
98,0,26,8,31,2,0,1651
98,0,10,34,28,2,0,3651
98,0,46,5,8,1,1,2066
98,0,37,3,25,2,0,2452
98,0,34,20,37,3,1,1972
98,0,18,10,22,3,0,7163
98,0,13,37,6,1,0,2962
98,0,21,25,24,3,0,7595
98,0,18,2,46,2,0,1803
98,0,36,47,31,1,0,4843
98,0,37,14,21,2,0,2105
98,0,18,17,5,2,0,1748
98,0,8,42,39,2,0,1699
98,0,26,22,9,2,0,1643
98,0,41,46,40,2,0,1706
98,0,5,47,37,2,0,3444
98,0,15,8,10,3,0,2787
98,0,29,1,9,2,0,1727
98,0,41,11,26,2,0,11007
98,0,21,33,47,2,0,3787
98,0,47,41,44,2,0,4477
98,0,47,32,27,2,0,1514
98,0,15,32,46,2,0,2747
98,0,34,9,40,1,1,7714
98,0,7,29,36,3,0,4531
98,0,48,12,42,2,0,11042
98,0,39,34,33,3,0,2306
98,0,44,43,10,2,1,2954
98,0,17,32,34,2,0,7827
98,0,13,35,28,1,0,4592
98,0,35,32,37,3,1,1379
98,0,40,22,35,1,0,2515
98,0,5,33,14,2,0,2083
98,0,20,16,39,3,0,1522
98,0,9,3,8,1,0,2996
98,0,33,25,2,3,1,1851
98,0,30,41,42,2,0,3995
98,0,27,48,40,1,0,3299
98,0,44,2,35,2,0,3073
98,0,19,18,32,3,0,3004
98,0,46,27,23,2,0,1506
98,0,40,24,16,1,1,2723
98,0,25,26,6,1,1,3418
98,0,3,34,12,2,0,6172
98,0,9,31,46,1,0,14242
98,0,6,45,40,3,0,1619
98,0,29,32,39,1,0,1875
98,0,26,2,38,2,0,2903
98,0,3,17,26,1,0,3860
98,0,4,31,47,1,0,1426
98,0,15,19,47,3,0,9187
98,0,40,3,42,2,0,1907
98,0,21,5,22,3,0,3090
98,0,14,31,28,1,0,5170
98,0,1,31,19,2,1,3714
98,0,9,24,23,2,0,8033
98,0,33,37,24,3,0,3635
98,0,7,17,37,3,0,2347
98,0,13,36,27,3,0,1739
98,0,10,26,4,3,0,1641
98,0,46,28,25,3,0,3571
98,0,26,33,48,2,0,3779
98,0,4,3,18,1,0,2306
98,0,32,41,1,3,0,2323
98,0,36,34,18,1,0,1634
98,0,30,11,12,3,0,2851
98,0,19,34,2,3,0,4762
98,0,39,24,30,1,0,8203
98,0,44,28,26,1,0,2396
98,0,8,19,29,3,1,5490
98,0,25,36,15,3,0,25716
98,0,23,35,8,2,1,5361
98,0,34,32,26,3,0,2155
98,0,5,6,1,3,0,2867
98,0,22,20,6,1,0,2098
98,0,41,38,17,3,1,2130
98,0,18,31,15,2,0,1610
98,0,2,27,11,1,0,1475
98,0,41,10,16,3,0,3578
98,0,27,24,28,2,0,1836
98,0,17,43,39,2,0,1411
98,0,3,10,27,1,0,2267
98,0,44,32,33,1,0,2039
98,0,29,12,4,3,0,94954
98,0,16,28,12,3,0,2564
98,0,21,15,35,2,0,2650
98,0,10,7,5,1,0,2146
98,0,27,39,31,2,0,1426
98,0,45,36,10,1,0,6675
98,0,12,14,40,1,0,3459
98,0,24,26,5,1,0,2209
98,0,7,45,35,2,1,2171
98,0,20,28,21,3,0,1899
98,0,30,16,29,2,1,1986
98,0,44,29,11,3,1,1587
98,0,2,6,3,1,0,5955
98,0,18,43,26,2,0,1746
98,0,14,42,13,3,1,3107
98,0,3,43,35,2,0,4938
98,0,37,34,20,1,1,16651
98,0,1,23,36,3,0,1603
98,0,42,21,29,2,0,1555
98,0,4,35,33,1,0,45283
98,0,16,40,24,2,1,6307
98,0,18,21,41,2,0,4122
98,0,25,7,4,3,0,2643
98,0,48,9,36,2,0,4260
98,0,6,27,43,1,0,2379
98,0,43,23,29,1,0,3473
98,0,8,36,41,3,0,2411
98,0,19,16,4,3,0,2459
98,0,13,17,1,1,0,8489
98,0,29,44,13,3,0,2331
98,0,44,16,5,1,0,1803
98,0,41,13,34,2,0,1467
98,0,48,19,45,2,1,2691
98,0,27,28,1,3,0,10419
98,0,35,46,19,2,0,1132
98,0,4,28,40,3,0,3942
98,0,24,29,22,1,0,1899
98,0,45,20,23,3,0,2468
98,0,22,14,32,1,0,71051
98,0,11,46,22,2,0,3171
98,0,35,27,14,2,0,2388
98,0,42,44,19,2,0,3755
98,0,14,42,13,1,1,4444
98,0,5,34,48,3,0,3434
98,0,10,39,25,2,0,2154
98,0,26,15,29,3,1,1450
98,0,29,33,46,1,1,2506
98,0,11,7,18,1,0,2058
98,0,13,38,22,1,0,746497
98,0,39,35,1,2,0,1545
98,0,9,16,33,3,0,1435
98,0,45,14,39,3,0,2001
98,0,48,35,4,3,1,1411
98,0,37,16,36,1,0,5338
98,0,44,29,11,3,1,1601
98,0,47,8,25,3,0,5514
98,0,20,3,5,2,0,2890
98,0,41,25,5,1,0,3418
98,0,36,32,38,2,1,2732
98,0,24,14,36,1,0,40770
98,0,6,48,15,2,0,1555
98,0,20,42,47,1,0,7291
98,0,35,37,32,2,1,1369
98,0,11,35,25,3,0,1938
98,0,39,7,9,1,0,2329
98,0,23,32,14,2,0,1834
98,0,2,40,7,3,0,1451
98,0,18,16,20,3,0,2619
98,0,31,30,25,3,0,2682
98,0,10,35,42,1,0,1626
98,0,18,25,13,3,0,1516
98,0,21,13,3,3,0,2939
98,0,7,32,48,3,0,2554
98,0,17,46,14,2,0,3491
98,0,1,25,48,1,0,3099
98,0,26,29,15,2,1,1963
98,0,21,34,30,3,0,2242
98,0,29,38,39,3,0,3515
98,0,22,1,16,2,0,12417
98,0,48,42,2,3,1,3082
98,0,31,43,34,1,0,1651
98,0,25,42,38,2,0,2531
98,0,11,21,19,2,0,1635
98,0,20,2,14,2,0,2594
98,0,19,1,31,3,1,2659
98,0,38,46,44,2,0,2531
98,0,12,5,39,3,0,4779
98,0,47,24,35,2,0,3170
98,0,33,19,22,3,0,1564
98,0,43,20,13,1,0,7873
98,0,37,39,15,1,0,2395
98,0,45,8,34,3,0,1651
98,0,26,46,7,1,0,1762
98,0,22,23,47,2,0,3714
98,0,43,2,22,2,0,2834
98,0,6,14,4,3,0,2538
98,0,34,47,6,1,0,2066
98,0,23,7,33,2,0,1466
98,0,41,26,12,3,0,3986
98,0,1,45,18,1,0,2858
98,0,42,36,33,1,0,2754
98,0,34,14,15,1,0,4483
98,0,3,16,23,3,0,2850
98,0,21,36,46,1,0,10546
98,0,7,3,31,2,0,2419
98,0,6,38,33,1,0,6508
98,0,10,11,23,2,0,1625
98,0,30,26,47,2,0,4700
98,0,17,30,19,3,0,14162
98,0,10,48,29,1,0,2435
98,0,42,43,24,1,0,3035
98,0,18,28,23,3,0,2507
98,0,43,30,46,1,1,1884
98,0,40,47,17,3,0,3761
98,0,1,42,7,1,0,2395
98,0,36,2,30,3,0,2443
98,0,39,4,36,1,0,3323
98,0,20,15,44,1,1,1795
98,0,30,33,27,1,0,2636
98,0,38,5,40,3,0,3947
98,0,45,24,17,2,0,3371
98,0,8,24,1,2,0,3522
98,0,15,36,11,3,0,2291
98,0,45,37,41,2,0,2336
98,0,42,48,2,3,1,2254
98,0,22,12,46,1,0,6923
98,0,45,25,32,3,0,3586
98,0,33,45,13,1,0,6755
98,0,33,28,41,2,0,3226
98,0,6,31,44,1,0,1683
98,0,40,10,21,3,0,14723
98,0,32,30,40,1,0,21003
98,0,17,33,10,3,0,2658
98,0,31,20,35,2,0,1812
98,0,23,4,2,1,0,1673
98,0,27,7,19,1,0,1931
98,0,29,34,35,2,0,1193
98,0,44,19,37,3,0,2514
98,0,34,24,7,2,0,4171
98,0,9,43,19,2,0,5306
98,0,39,22,31,1,0,1835
98,0,2,15,17,1,0,14587
98,0,26,37,27,2,0,1452
98,0,34,25,6,1,0,1515
98,0,26,16,14,1,0,84041
98,0,15,4,24,2,0,1602
98,0,41,31,27,1,0,3611
98,0,3,21,22,2,0,1491
98,0,15,9,21,3,0,43419
98,0,25,40,43,3,0,1721
98,0,13,30,23,2,0,1547
98,0,9,35,41,2,0,1169
98,0,38,18,16,1,0,1170
98,0,6,19,39,1,0,4308
98,0,38,47,45,2,0,2284
98,0,22,15,27,1,0,26802
98,0,41,2,29,2,0,3187
98,0,25,5,27,3,0,2331
98,0,9,12,25,3,0,1882
98,0,3,48,38,2,0,2971
98,0,9,27,11,1,0,2050
98,0,47,12,1,1,0,2148
98,0,46,9,47,1,0,36247
98,0,11,47,32,2,0,3508
98,0,29,22,25,3,0,1730
98,0,30,10,38,2,0,1722
98,0,1,36,40,1,0,1891
98,0,41,28,39,2,0,1291
98,0,41,42,6,2,1,3570
98,0,26,19,36,3,0,4146
98,0,37,2,1,2,0,2099
98,0,30,14,18,3,0,4019
98,0,31,11,5,1,0,4307
98,0,14,10,1,3,0,2154
98,0,30,44,9,1,0,6082
98,0,19,5,28,3,1,3922
98,0,16,29,30,3,1,7915
98,0,18,40,44,2,0,7914
98,0,43,44,10,1,1,2579
98,0,33,12,15,2,1,5059
98,0,23,38,31,2,0,74810
98,0,32,36,38,2,1,3490
98,0,43,28,37,1,1,2460
98,0,3,39,15,1,0,6410
98,0,9,18,37,1,0,2395
98,0,5,28,19,3,1,2034
98,0,11,6,24,1,0,2347
98,0,24,3,32,2,0,3435
98,0,45,4,9,2,0,4499
98,0,43,38,21,2,0,2467
98,0,46,27,8,3,0,1305
98,0,6,28,36,1,0,1219
98,0,5,42,15,3,0,1946
98,0,13,46,24,2,0,7283
98,0,21,12,7,2,0,1363
98,0,34,4,38,2,0,2427
98,0,23,40,19,2,1,2883
98,0,26,35,6,1,0,70155
98,0,17,8,16,3,0,2086
98,0,11,33,20,2,0,2168
98,0,11,48,17,1,0,29418
98,0,42,27,18,3,0,3171
98,0,28,42,9,2,0,11778
98,0,24,48,44,1,0,1923
98,0,30,8,6,1,0,2132
98,0,28,8,32,1,0,2618
98,0,12,6,32,3,1,2290
98,0,23,5,29,1,0,2035
98,0,39,11,40,2,1,3075
98,0,23,12,17,1,0,2891
98,0,33,18,8,1,0,3586
98,0,38,35,16,1,0,96026
98,0,46,29,33,2,1,2035
98,0,46,34,1,3,0,1780
98,0,28,22,45,3,0,2203
98,0,4,30,20,1,0,3122
98,0,9,32,2,1,0,1682
98,0,48,13,31,3,0,2987
98,0,42,46,37,3,0,1947
98,0,15,30,1,2,0,1250
98,0,23,44,39,3,0,1115
98,0,30,22,37,1,0,2435
98,0,7,13,30,2,0,1659
98,0,33,43,1,3,0,3051
98,0,21,39,46,2,0,2963
98,0,37,28,43,3,1,1722
98,0,14,47,7,3,0,1564
98,0,21,44,45,3,1,1227
98,0,45,44,21,1,1,2017
98,0,45,16,15,1,0,1931
98,0,19,10,3,3,0,3267
98,0,24,2,10,2,0,1210
98,0,36,22,17,3,0,34818
98,0,4,42,17,1,0,1331
98,0,44,14,8,3,0,2850
98,0,20,48,46,2,0,1827
98,0,41,7,20,3,0,1426
98,0,11,28,38,3,0,4332
98,0,15,41,23,2,0,2474
98,0,11,4,1,2,0,2819
98,0,23,25,34,3,0,2489
98,0,45,27,29,1,0,2434
98,0,37,38,8,1,0,2643
99,1,2,10,25,1,0,5477
99,1,48,29,9,1,0,4630
99,1,24,41,43,1,0,82997
99,1,9,4,42,2,0,1599
99,1,17,19,13,1,0,2130
99,1,9,31,44,1,1,2533
99,1,42,24,19,2,1,1610
99,1,33,25,19,2,0,2344
99,1,35,43,34,2,0,3876
99,1,35,33,48,2,0,1714
99,1,23,47,48,1,0,1996
99,1,26,18,4,3,0,1242
99,1,11,18,40,1,0,1347
99,1,15,2,41,2,0,1248
99,1,24,40,8,1,0,992
99,1,41,14,17,2,0,2682
99,1,20,35,29,2,0,5407
99,1,28,18,9,3,0,1028
99,1,12,6,45,2,0,1006
99,1,46,34,20,1,1,1375
99,1,20,25,8,3,0,1099
99,1,28,3,7,2,0,1215
99,1,16,28,48,2,0,1030
99,1,4,12,25,1,0,1870
99,1,25,39,35,2,0,1160
99,1,35,44,4,3,0,1132
99,1,5,29,27,2,0,666
99,1,27,31,26,3,0,1381
99,1,45,24,35,2,0,1242
99,1,3,6,21,3,0,1490
99,1,45,41,10,1,0,2557
99,1,32,23,30,2,1,867
99,1,24,3,30,3,0,1508
99,1,46,32,39,2,0,3848
99,1,42,46,26,1,0,1514
99,1,30,8,41,2,0,2176
99,1,16,38,41,3,0,1563
99,1,43,6,4,3,0,1237
99,1,28,45,32,3,0,790
99,1,31,23,22,2,0,1000
99,1,14,44,23,2,0,1687
99,1,27,37,8,2,0,9163
99,1,41,1,8,1,0,1244
99,1,14,48,20,3,0,1308
99,1,26,11,8,2,0,1096
99,1,19,20,27,2,0,8277
99,1,26,37,6,2,0,3162
99,1,47,27,1,2,1,1090
99,1,40,43,31,3,0,82652
99,1,47,2,3,2,1,1334
99,1,42,13,34,2,0,1378
99,1,26,16,35,2,0,1430
99,1,16,47,13,3,0,1654
99,1,11,31,1,1,1,1323
99,1,31,12,20,1,0,1818
99,1,24,44,16,2,1,1593
99,1,1,44,12,2,1,2602
99,1,4,17,21,1,1,1944
99,1,13,24,4,3,0,1584
99,1,28,21,9,3,0,1034
99,1,47,33,6,3,0,2306
99,1,32,26,13,1,0,3508
99,1,44,7,47,3,0,3738
99,1,8,5,16,2,0,3223
99,1,7,9,19,2,0,2214
99,1,25,22,34,2,0,1097
99,1,12,19,21,2,1,963
99,1,2,16,36,1,0,1116
99,1,25,1,9,3,0,1884
99,1,42,17,22,2,0,4169
99,1,24,29,4,3,0,15532
99,1,43,10,33,1,0,1064
99,1,36,41,19,1,0,1814
99,1,28,26,30,2,1,3492
99,1,19,39,1,1,0,882
99,1,35,42,27,1,0,3158
99,1,32,16,31,1,0,2101
99,1,37,42,12,1,0,1917
99,1,35,47,36,1,0,1295
99,1,11,5,42,2,1,1759
99,1,40,6,42,2,0,1283246
99,1,46,31,36,2,0,1000
99,1,5,31,17,3,0,1396
99,1,45,13,20,3,0,1344
99,1,7,13,3,2,1,1631
99,1,11,21,30,3,0,1490
99,1,11,8,28,1,1,1931
99,1,38,10,11,2,0,2315
99,1,30,1,14,3,0,35564
99,1,44,6,15,2,0,1051
99,1,20,34,46,3,1,985
99,1,46,2,33,2,0,1236
99,1,48,12,3,1,0,11091
99,1,34,38,9,3,1,2510
99,1,18,33,44,3,1,3157
99,1,16,19,40,3,0,1763
99,1,8,43,36,2,0,1189
99,1,37,38,7,1,0,29543
99,1,26,15,17,2,0,2210
99,1,6,28,14,3,0,1764
99,1,35,15,5,3,0,1945
99,1,6,38,19,2,0,2241
99,1,16,22,9,3,0,1797
99,1,19,26,47,1,0,2060
99,1,8,4,10,2,0,1953
99,1,13,23,3,2,0,2380
99,1,33,27,28,2,0,3442
99,1,48,36,7,3,0,1297
99,1,14,45,26,3,0,2137
99,1,6,5,30,3,0,3066
99,1,31,44,9,3,1,6558
99,1,46,43,28,2,0,5575
99,1,31,25,7,1,0,1000
99,1,6,1,17,1,0,1772
99,1,20,40,34,3,0,2275
99,1,45,30,36,2,0,5544
99,1,30,44,12,2,0,968
99,1,45,5,18,3,0,1862
99,1,42,39,30,3,0,1822
99,1,23,2,40,2,0,1897
99,1,38,42,23,3,0,1170
99,1,33,45,7,3,0,1538
99,1,37,45,29,1,0,1167
99,1,12,32,7,2,0,1152
99,1,12,40,38,2,0,998
99,1,20,36,37,3,1,1315
99,1,44,29,32,3,0,1379
99,1,22,47,41,2,0,1453
99,1,9,38,34,1,1,1940
99,1,46,14,12,2,0,3831
99,1,30,15,31,1,0,2699
99,1,17,47,38,3,0,1704
99,1,35,28,32,3,0,924
99,1,22,18,20,1,0,1363
99,1,37,3,11,3,0,1248
99,1,8,17,29,3,0,1555
99,1,30,40,33,1,0,1119
99,1,1,20,10,3,0,964
99,1,19,31,48,3,0,2014
99,1,29,2,38,2,0,1947
99,1,40,10,4,3,0,1585
99,1,2,11,16,1,0,3050
99,1,13,21,25,1,0,909
99,1,24,1,28,1,0,1022
99,1,10,44,32,3,0,1344
99,1,48,27,39,1,1,2612
99,1,12,8,34,3,0,2563
99,1,38,39,44,1,0,1529
99,1,2,35,12,1,0,3598
99,1,2,48,6,1,0,1063
99,1,44,28,42,3,0,1335
99,1,4,38,9,1,0,1085
99,1,3,29,32,3,0,981
99,1,25,23,11,2,0,1709
99,1,27,15,32,3,1,937
99,1,27,25,40,2,0,1283
99,1,18,47,31,1,0,1329
99,1,12,18,27,1,1,971
99,1,19,5,15,2,0,1738
99,1,26,40,46,3,0,1090
99,1,21,26,29,2,0,1126
99,1,17,7,43,1,0,2981
99,1,18,32,42,3,0,1871
99,1,11,29,9,3,1,1000
99,1,18,10,30,3,0,1905
99,1,16,39,18,3,0,2277
99,1,48,5,40,2,0,1028
